epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5525000095367432,0.5345624685287476,0.00019999999494757503,0.9053778648376465,0.5512195229530334,0.5649999976158142,0.6399999856948853,0.7380000352859497,0.695818305015564,0.6029411554336548,0.8199999928474426
